File	Word	V1	V2	POA	MOA	V1 Dur	V2 Dur	Consonant Duration	Burst Duration	Burst RMS	F0_V1	F1_onset_V1	F1_mid_V1	F2_onset_V1	F2_mid_V1	F0_V2	F1_onset_V2	F1_mid_V2	F2_onset_V2	F2_mid_V2
rajashree_235	daitto	i	o	D	VLS	47.44	60.26	135.47	23.41	0.04	175.52	460.38	360.82	1988.50	2306.90	219.72	425.26	438.41	1392.26	1177.67
rajashree_24	ottonto	o	o	D	VLS	63.41	82.48	211.30	14.33	0.07	135.91	469.15	498.06	887.69	952.71	181.11	435.97	521.89	1232.95	1128.30
rajashree_241	prottekTi	o	e	D	VLS	28.87	47.04	157.80	10.52	0.07	156.65	396.96	379.02	1088.77	1092.13	175.38	390.74	386.78	1990.74	2109.26
rajashree_27	churanobboi	o	o	BL	VS	40.44	43.62	113.88	7.90	0.12	193.82	387.70	448.52	1381.48	1288.58	191.82	393.38	392.96	964.69	1175.31
rajashree_300	uddog	u	o	D	VS	36.94	93.94	173.80	15.79	0.07	144.03	307.82	294.98	1058.14	1065.00	147.47	369.76	439.99	1290.69	1146.28
rajashree_384	chouhoddi	o	i	D	VS	69.94	66.48	197.56	22.06	0.02	187.55	393.20	492.34	970.66	1137.24	195.87	273.15	304.01	2276.35	2418.41
rajashree_384	bepatta	e	a	BL	VLS	51.22	59.37	93.67	9.47	0.06	144.96	345.33	380.87	2011.31	2040.69	137.82	614.92	660.18	1169.68	1243.40
rajashree_39	prottek	o	e	D	VLS	60.99	45.66	136.72	14.03	0.06	177.05	397.21	410.22	1050.68	1079.09	205.82	407.23	404.71	1840.80	1971.44
rajashree_390	ittadi	i	a	D	VLS	81.16	86.70	193.28	13.61	0.03	159.25	1111.39	243.03	2513.90	1819.52	173.93	527.55	674.08	1572.45	1476.82
rajashree_420	mrittu	i	u	D	VLS	32.57	53.78	158.48	34.05	0.02	156.83	310.38	301.33	2279.46	2317.38	155.49	330.01	315.23	1403.88	1325.85
rajashree_423	shotti	o	i	D	VLS	38.52	45.73	133.76	18.56	0.04	177.89	422.97	399.69	1150.42	1138.14	197.97	365.54	373.16	1995.66	2123.99
rajashree_426	mrittu	i	u	D	VLS	26.36	52.05	144.86	33.22	0.02	156.14	320.51	325.92	2054.65	2107.66	145.52	333.45	319.33	1502.93	1449.59
rajashree_440	mrittu	i	u	D	VLS	29.30	55.65	137.56	29.89	0.03	152.76	308.01	289.56	2102.41	2175.19	155.41	336.23	327.05	1514.09	1401.58
rajashree_52	moddhe	o	e	D	VAS	59.05	65.65	142.07	21.06	0.04	162.70	472.97	441.73	773.21	1003.65	168.36	388.34	410.75	1831.05	1906.91
rita_03	dhappa	a	a	BL	VLS	62.76	143.75	263.55	10.33	0.02	191.28	984.21	906.44	1465.74	1365.81	131.93	681.51	857.02	1113.14	1277.42
rita_140	mrittur	i	u	D	VLS	50.38	97.56	215.27	21.79	0.02	272.89	407.25	375.57	2422.98	2480.58	335.51	370.54	370.95	1538.54	1034.09
rita_24	ottonto	o	o	D	VLS	74.85	79.23	194.61	19.01	0.09	251.39	514.48	505.87	874.80	1004.36	436.55	584.68	870.45	1668.55	1760.88
rita_27	churanobboi	o	o	BL	VS	47.66	18.97	128.50	12.96	0.09	313.27	499.83	576.02	1591.07	1385.02	341.20	472.85	465.88	1339.80	1397.20
rita_39	prottek	o	e	D	VLS	38.08	54.23	200.02	11.33	0.05	303.66	580.92	583.16	1431.55	1465.23	413.62	536.19	715.71	2212.06	2507.05
rita_52	moddhe	o	e	D	VAS	81.15	105.85	159.41	7.48	0.01	220.46	538.33	616.28	840.68	1075.50	264.69	596.72	495.21	2141.58	2249.18
ritwika_01	tOto	O	o	D	VLS_N	128.03	93.68	77.69	9.21	0.02	226.37	549.95	661.36	1505.25	1125.56	316.19	553.14	612.67	1486.34	1305.18
ritwika_01	druto	u	o	D	VLS_N	90.01	105.48	81.76	11.44	0.02	280.16	387.21	383.53	1379.09	1124.30	326.36	500.24	635.42	1456.93	1343.22
ritwika_010	theke	e	e	V	VLS_N	55.36	98.60	63.63	23.76	0.007	304.35	563.11	572.38	1384.21	2465.61	323.76	412.56	625.52	2597.47	2552.92
ritwika_011	chobbish	o	i	BL	VS	95.40	84.49	134.91	8.21	0.04	260.11	377.41	509.73	1903.23	1268.83	304.67	375.02	368.85	2196.76	2480.54
ritwika_0129	uddipOnaye	u	i	D	VS	94.42	84.05	188.31	14.24	0.01	253.86	464.70	391.12	766.21	727.04	301.96	395.26	368.92	2340.69	2630.36
ritwika_0132	shotto	o	o	D	VLS	81.20	73.81	181.68	16.27	0.01	252.43	387.62	520.83	1512.07	1390.82	228.24	476.93	486.71	1446.99	1410.87
ritwika_016	attohottar	a	o	D	VLS	127.99	66.55	160.08	11.63	0.03	228.93	1073.68	1167.90	1521.54	1534.58	317.18	560.93	598.89	1534.73	1281.92
ritwika_017	chobbish	o	i	BL	VS	98.24	70.43	137.32	21.76	0.07	258.55	428.49	513.27	1806.21	1284.60	298.90	400.87	402.19	2109.87	2378.96
ritwika_0232	mrittur	i	u	D	VLS	59.20	98.54	184.62	13.47	0.02	310.56	398.16	360.04	2352.83	2481.03	382.55	404.62	473.72	1468.47	1353.77
ritwika_03	ghOnotto	o	o	D	VLS	94.34	111.22	180.05	11.84	0.03	278.82	516.37	679.33	1561.63	1549.89	315.41	560.42	621.44	1549.64	1347.96
ritwika_0305	bhOTTacharjer	O	a	R	VLS	67.44	86.69	147.49	8.91	0.03	235.92	729.90	777.82	1277.23	1373.36	268.35	711.33	780.98	1883.99	1880.76
ritwika_0305	nritto	i	o	D	VLS	55.17	105.10	205.04	16.98	0.02	268.63	444.97	387.31	2645.39	2673.16	320.40	554.78	617.82	1456.92	1330.97
ritwika_031	bODDo	O	o	R	VS	113.11	81.29	138.93	6.66	0.04	235.24	489.56	678.20	906.02	1072.61	326.31	582.35	592.93	1585.50	1283.28
ritwika_0318	mukhopaddhayer	a	a	D	VAS	129.45	176.77	141.06	17.68	0.009	305.34	664.18	930.65	1316.04	1619.87	321.00	580.76	967.52	2035.98	1887.33
ritwika_0334	abritti	i	i	D	VLS	66.60	139.31	168.45	20.27	0.010	292.02	433.45	427.32	2278.48	2581.99	309.86	366.77	416.10	2517.10	2797.61
ritwika_0334	naTTo	a	o	R	VLS	115.04	87.28	178.59	10.67	0.03	229.67	756.29	1199.27	1757.41	1551.92	273.59	553.63	546.78	1652.83	1496.52
ritwika_0358	naTToshastrer	a	o	R	VLS	125.06	91.65	192.17	7.15	0.02	222.36	755.38	1207.02	1821.77	1513.86	330.45	614.30	657.43	1517.51	1359.97
ritwika_0360	nritter	i	e	D	VLS	76.02	119.01	189.72	14.31	0.02	271.07	468.32	433.06	2387.73	2674.27	307.38	566.17	615.00	2253.70	2449.52
ritwika_0390	uddesshe	u	e	D	VS	58.62	96.48	211.20	14.58	0.02	261.91	488.42	424.01	728.14	971.49	351.84	507.42	568.32	2278.24	2456.68
ritwika_04	protiTi	i	i	R	VLS_N	78.73	77.61	79.53	14.80	0.05	333.89	365.24	357.44	2325.77	2641.16	363.13	380.22	377.75	2532.12	2632.30
ritwika_0409	shotti	o	i	D	VLS	96.20	222.50	255.10	25.05	0.02	296.28	436.62	597.21	1553.66	1455.55	373.66	362.01	390.52	2700.53	2985.40
ritwika_041	sheshkritto	i	o	D	VLS	62.75	90.39	181.76	14.67	0.01	328.57	448.16	421.09	2469.16	2603.61	358.09	542.89	664.09	1432.63	1437.84
ritwika_042	chhabbish	a	i	BL	VS	99.87	83.24	147.37	10.68	0.03	245.40	973.62	1007.35	1444.28	1470.94	314.01	397.55	365.33	2339.44	2759.85
ritwika_0456	oikkomOtto	i	o	V	VLS	63.23	93.42	158.79	24.66	0.01	288.33	465.18	344.73	2241.50	2662.06	335.16	523.22	647.31	1149.76	1048.87
ritwika_0456	oikkomOtto	O	o	D	VLS	93.25	190.94	283.24	18.80	0.02	333.31	620.70	836.31	1277.37	1321.66	428.54	642.23	843.90	1633.16	1553.49
ritwika_0467	niruddesh	u	e	D	VS	91.86	144.75	177.56	11.68	0.03	309.29	419.11	415.64	1655.22	1455.90	202.23	455.79	442.20	2243.58	2570.25
ritwika_05	obhiggOta	i	O	V	VS	80.78	100.21	132.64	22.98	0.02	308.76	355.99	333.46	2666.65	2681.39	286.26	559.86	826.84	1465.71	1451.78
ritwika_05	Oboshader	O	o	BL	VS_N	114.94	73.22	43.11	8.67	0.04	233.21	744.59	780.60	1114.29	1017.25	261.10	491.67	536.51	993.37	1191.03
ritwika_05	Oboshader	a	e	D	VS_N	70.96	111.47	56.95	7.93	0.05	290.57	977.80	912.08	1885.55	1819.31	322.71	598.52	636.99	2170.26	2283.76
ritwika_051	dhakka	a	a	V	VLS	97.88	96.35	144.24	19.15	0.02	228.99	1065.19	1102.21	1535.02	1478.43	316.14	712.19	942.57	1787.75	1681.12
ritwika_06	idaning	i	a	D	VS_N	71.11	110.81	51.54	9.07	0.03	257.09	362.34	341.34	2812.77	2808.36	274.35	583.49	961.35	2015.53	1877.87
ritwika_060	shotti	o	i	D	VLS	78.45	56.57	186.28	16.86	0.02	268.14	421.41	548.37	1261.82	1299.85	362.74	390.69	384.62	2401.22	2495.31
ritwika_07	kedar	e	a	D	VS_N	99.34	115.59	49.08	15.98	0.04	254.57	399.14	488.54	2812.99	2726.54	275.48	617.56	910.85	1921.48	1708.12
ritwika_07	mOte	O	e	D	VLS_N	114.95	163.14	111.99	11.51	0.02	221.34	643.71	846.40	1271.94	1107.48	187.90	468.45	452.81	2283.77	2522.30
ritwika_08	probOnOta	O	a	D	VLS_N	80.27	76.36	73.44	14.15	0.04	291.23	725.49	963.96	1629.96	1707.48	321.66	748.57	917.18	1626.99	1565.94
ritwika_084	goDDa	o	a	R	VS	101.07	106.29	160.48	6.72	0.03	235.84	435.66	470.43	1035.47	976.99	284.35	619.41	825.30	1930.29	1950.11
ritwika_085	goDDar	o	a	R	VS	133.84	153.78	157.95	14.12	0.12	244.85	381.97	483.36	1026.63	1032.32	315.59	695.64	949.73	1946.79	1882.24
ritwika_089	goDDar	o	a	R	VS	110.21	136.79	164.95	11.61	0.11	242.67	436.44	487.14	945.52	984.84	312.98	685.70	929.36	1947.32	1798.57
samaresh_153	chobbishTi	o	i	BL	VS	85.97	52.52	103.40	18.76	0.07	154.06	360.84	426.39	1360.37	1020.28	184.23	332.09	348.34	2240.53	2232.83
sayan_150	uttor	u	o	D	VLS	95.51	111.90	156.80	10.21	0.03	248.07	347.24	336.21	630.42	741.24	325.11	371.35	620.89	1294.01	1039.41
sayan_150	TOkkor	O	o	V	VLS	66.12	40.88	188.53	26.26	0.03	237.24	561.18	700.13	1299.97	1191.89	290.92	397.97	500.05	790.52	869.70
sayan_23	dhakka	a	a	V	VLS	52.91	73.77	102.89	17.92	0.01	187.54	750.42	730.50	1270.20	1310.27	193.02	657.08	716.13	1268.57	1323.66
sayan_313	choddo	o	o	D	VS	126.53	192.81	151.61	16.45	0.05	276.71	340.55	459.95	937.60	832.30	277.71	330.53	585.80	1106.52	827.86
sayan_368	bOraddo	a	o	D	VS	70.63	67.44	110.37	12.52	0.08	237.57	691.00	709.42	1161.50	1301.69	247.33	490.68	492.59	1328.37	1385.69
sayan_399	choddo	o	o	D	VS	91.46	103.29	92.17	9.92	0.05	270.68	419.90	528.92	2192.58	1007.38	279.39	420.49	517.61	1193.83	1117.72
sayan_418	laDDu	a	u	R	VS	107.92	146.86	161.79	7.79	0.11	211.28	653.51	806.81	1436.52	1341.29	305.75	317.78	314.18	1250.33	894.65
sayan_500	chobbish	o	i	BL	VS	48.43	73.52	146.72	21.54	0.18	228.15	412.09	459.35	1207.24	1094.17	279.71	335.86	307.46	1752.70	1875.59
sayan_84	chobbishe	o	i	BL	VS	75.82	83.43	217.08	13.29	0.05	237.36	346.33	469.05	894.56	826.85	289.19	303.70	293.31	1825.25	2025.89
shyamoshree_10	oggaeto	O	ae	V	VS	107.00	83.21	111.17	23.16	0.04	252.54	741.47	723.29	1030.59	1011.66	307.64	496.92	698.18	1792.51	1911.13
shyamoshree_109	bODDo	O	o	R	VS	99.46	73.34	164.55	9.51	0.07	227.78	478.93	603.50	977.60	1144.30	308.59	445.69	400.16	1737.43	1213.59
shyamoshree_324	khabba	a	a	BL	VS	63.19	82.79	168.36	6.76	0.11	289.47	547.41	726.46	1331.00	965.94	289.45	667.98	773.12	1324.02	1720.09
shyamoshree_324	Dabba	a	a	BL	VS	82.66	84.81	168.78	6.67	0.10	252.58	610.71	756.22	1895.41	1625.53	170.39	648.40	739.79	1178.45	1177.53
shyamoshree_371	dhakka	a	a	V	VLS	137.11	107.74	155.71	12.48	0.06	234.67	485.83	604.13	1880.74	1483.38	274.32	596.48	823.32	1618.85	1534.70
shyamoshree_398	gOppo	O	o	BL	VLS	94.88	49.51	147.53	2.85	0.04	222.40	565.94	687.82	1190.27	1113.60	301.94	491.32	503.19	904.41	910.62
shyamoshree_440	rattirer	a	i	D	VLS	128.11	67.55	225.60	17.90	0.06	249.88	580.80	869.18	1861.10	1581.77	312.87	335.25	382.30	1800.74	2042.60
shyamoshree_440	bOraddo	a	o	D	VS	79.56	74.57	132.97	12.52	0.05	242.06	664.09	750.94	1583.99	1627.97	278.80	516.82	549.46	1689.69	1522.52
shyamoshree_881	Oggo	O	o	V	VS	117.53	90.73	154.55	18.99	0.02	243.89	715.27	718.24	993.82	1017.36	343.04	422.87	653.89	1032.33	1349.10
shyamoshree_882	oder	o	e	D	VS	89.00	64.07	37.91	11.75	0.04	320.86	450.76	606.37	662.62	1015.22	355.64	439.49	664.12	1998.08	2129.46
shyamoshree_884	dike	i	e	V	VLS_N	72.18	103.58	67.32	19.71	0.02	349.12	423.17	525.80	2166.55	2446.25	354.18	460.25	643.91	2486.59	2185.97
shyamoshree_886	hote	o	e	D	VLS_N	34.38	37.50	74.60	13.16	0.02	309.31	507.12	482.57	1490.51	1620.38	228.06	476.50	467.68	1956.69	1987.15
shyamoshree_887	mOntobbo	o	o	BL	VS	59.86	64.97	92.90	9.14	0.04	377.46	444.02	539.86	1648.58	1499.84	373.45	512.75	538.06	1088.57	1031.92
sm_147	toakka	o	a	V	VLS	127.18	85.77	127.88	19.61	0.05	174.54	459.02	621.33	1050.44	1008.99	187.44	649.45	702.32	1310.35	1305.88
styabrata_03	dhappa	a	a	BL	VLS	99.95	65.05	159.42	8.87	0.03	114.27	582.03	841.60	1634.25	1281.39	80.45	639.49	708.58	1153.12	1195.22
styabrata_223	choddoye	o	o	D	VS	85.54	40.40	172.75	17.98	0.10	128.41	331.38	391.03	1545.73	1226.98	138.48	353.50	371.76	1382.23	1371.04
styabrata_236	mikkelsen	i	e	V	VLS	60.66	54.13	192.93	31.63	0.03	120.75	291.17	289.18	1953.11	2265.27	142.67	314.28	416.25	2140.09	1842.89
styabrata_27	churanobboi	o	o	BL	VS	51.28	28.97	74.24	14.25	0.08	177.37	415.67	427.89	1222.81	1043.48	173.56	367.48	367.22	1203.20	1333.23
sudha_142	mOkkate	O	a	V	VLS	66.45	44.49	115.60	33.32	0.02	124.56	318.35	688.27	1272.49	1237.37	106.95	640.72	748.78	1447.40	1554.24
sudha_377	shatanobboi	o	o	BL	VS	69.23	52.30	148.90	11.99	0.05	212.69	380.58	437.18	1363.30	1291.35	225.42	398.54	450.88	1068.44	1261.81
sudha_442	choddoTi	o	o	D	VS	51.11	51.71	145.59	12.70	0.05	176.13	350.56	357.07	1295.37	1202.29	221.78	369.13	424.60	1470.49	1333.77
suparna_125	uddesshe	u	e	D	VS	69.73	54.01	97.51	16.80	0.04	170.03	306.49	339.97	1462.97	1403.30	167.60	336.50	355.04	1563.20	1540.43
suparna_157	nobboi	o	o	BL	VS	49.68	38.09	100.15	13.17	0.06	146.46	395.76	454.25	1160.44	947.33	166.08	369.46	352.28	894.70	1151.65
suparna_201	choddoye	o	o	D	VS	71.63	40.78	94.41	9.87	0.02	154.70	411.12	418.90	1353.64	1078.45	184.04	417.44	478.23	1354.12	1300.87
suparna_23	dhakka	a	a	V	VLS	112.69	69.80	97.98	16.65	0.02	141.61	423.19	866.57	1620.75	1671.21	150.69	577.29	637.00	1396.43	1394.85
suparna_241	uddesshe	u	e	D	VS	49.57	58.35	121.80	12.31	0.04	175.93	418.34	355.57	1072.87	951.25	173.90	347.80	358.93	1683.49	1699.10
suparna_241	kumontobbo	O	o	BL	VS	33.86	48.01	103.85	8.16	0.11	168.81	465.00	481.49	1128.83	1076.17	177.36	448.20	449.61	846.29	818.64
suparna_330	chobbish	o	i	BL	VS	43.72	53.79	101.86	11.21	0.05	210.73	394.01	417.97	1514.98	1089.61	228.34	398.59	370.91	1771.81	1951.71
suparna_84	chobbishe	o	i	BL	VS	74.60	35.75	125.87	10.56	0.05	209.41	356.36	417.04	981.84	984.73	252.91	293.24	269.55	1888.10	2095.95
suranjana_118	bODDo	O	o	R	VS	96.83	75.93	143.39	8.52	0.10	223.68	502.40	662.94	1068.50	1229.07	295.22	537.96	557.33	1698.99	1423.51
suranjana_337	khabba	a	a	BL	VS	62.80	82.47	96.71	10.31	0.03	234.20	869.29	809.20	1586.55	1401.93	215.71	612.53	686.26	1331.42	1694.99
suranjana_337	dabba	a	a	BL	VS	88.73	101.76	110.17	14.54	0.04	195.79	586.80	662.36	1890.14	1787.13	194.95	625.79	775.74	1262.72	1505.28
suranjana_384	dhakka	a	a	V	VLS	73.79	126.53	136.77	23.71	0.02	221.45	1012.15	878.33	1586.30	1517.23	214.30	637.69	815.01	1539.57	1502.18
suranjana_411	gOppo	O	o	BL	VLS	99.59	72.41	131.87	14.46	0.01	218.51	564.65	687.50	1073.73	1118.42	297.44	554.45	576.45	916.69	900.20
suranjana_453	rattirer	a	i	D	VLS	98.13	87.24	180.37	18.79	0.02	230.20	777.92	878.47	1732.10	1652.73	281.23	357.02	369.12	2520.91	2782.85
swarnendu_126	aDDa	a	a	R	VS	89.19	212.95	157.82	10.63	0.08	175.34	640.26	721.95	1251.05	1240.26	177.51	545.67	598.37	1537.93	1272.89
swarnendu_133	bODDo	O	o	R	VS	83.35	84.58	128.33	7.79	0.08	185.97	457.15	534.44	936.94	1014.56	204.58	428.04	427.43	1387.09	1210.94
swarnendu_28	uddessho	u	e	D	VS	63.74	72.41	104.45	6.87	0.05	199.44	400.69	365.62	973.73	907.22	209.67	374.99	416.16	1748.79	1743.20
swarnendu_34	uddessho	u	e	D	VS	81.54	76.83	118.65	11.11	0.01	129.18	454.58	308.85	950.47	786.35	161.76	355.34	430.33	1637.23	1692.33
tml_1	barite	i	e	D	VLS_N	79.84	92.06	106.52	32.08	0.001	244.52	422.27	424.86	2238.29	1866.45	304.46	380.37	454.08	2085.94	2659.16
tml_101	amader	a	e	D	VS_N	69.03	102.58	63.00	9.85	0.006	284.43	745.84	1094.68	1249.88	1396.11	323.12	478.12	491.95	2273.37	2437.60
tml_103	kakar	a	a	V	VLS_N	81.68	81.72	74.63	38.06	0.006	225.58	803.21	860.55	1627.73	1580.07	229.82	835.41	834.25	1573.52	1652.51
tml_104	kake	a	e	V	VLS_N	118.06	94.63	99.47	11.69	0.01	218.36	810.34	1061.26	1603.95	1680.44	318.21	456.49	529.45	2684.09	2568.08
tml_105	amader	a	e	D	VS_N	70.42	79.67	68.04	12.54	0.008	276.30	832.40	1032.83	1268.68	1628.17	314.44	556.07	605.36	2285.81	2420.03
tml_107	bhater	a	e	D	VLS_N	66.63	69.78	93.57	16.00	0.006	202.72	1101.91	977.11	1660.28	1671.34	263.70	484.47	513.60	2281.00	2391.46
tml_107	bOdole	O	o	D	VS_N	88.33	51.02	87.26	16.24	0.009	267.04	584.86	701.64	1141.05	1288.25	275.05	516.25	546.97	1600.18	1568.69
tml_108	amader	a	e	D	VS_N	78.10	70.59	68.99	10.39	0.01	279.14	871.21	1037.59	1249.21	1654.65	320.06	499.27	543.73	1436.75	2358.46
tml_108	shushilOtar	O	a	D	VLS_N	82.95	91.81	92.90	13.96	0.004	279.12	590.63	740.32	1683.55	1507.66	286.39	700.64	839.38	1746.79	1807.65
tml_109	bhabar	a	a	BL	VS_N	73.41	94.33	56.80	9.79	0.02	224.96	968.26	881.33	1563.47	1525.33	237.83	709.18	900.32	1320.30	1646.95
tml_110	buker	u	e	V	VLS_N	71.64	110.72	107.25	18.11	0.004	266.71	369.41	421.16	983.24	775.93	338.13	372.99	590.39	2396.71	2418.49
tml_135	dhOrate	a	e	D	VLS_N	64.13	168.94	119.55	19.54	0.004	250.90	839.72	835.07	1576.22	1685.16	193.26	436.15	388.32	2476.34	2779.67
tml_136	poka	o	a	V	VLS_N	84.86	162.54	98.68	21.47	0.009	238.06	422.81	481.03	984.77	919.67	208.99	729.95	958.48	1471.20	1569.58
tml_136	bokaTe	o	e	R	VLS_N	71.73	71.12	96.78	10.80	0.005	231.38	755.64	876.39	1433.35	1646.11	271.54	504.69	512.47	2337.92	2172.94
tml_137	bOdol	O	o	BL	VS_N	107.08	89.39	79.85	17.13	0.007	183.70	456.64	606.76	1009.64	999.98	197.10	436.41	479.05	1282.96	1130.66
tml_178	toakka	a	a	V	VLS	99.27	86.19	177.12	19.46	0.01	200.20	675.14	975.98	1187.70	1386.28	266.54	839.05	942.74	1622.36	1777.20
tml_230	choddo	o	o	D	VS	99.36	67.58	124.20	18.13	0.004	224.87	374.14	472.71	1760.58	1329.93	260.29	459.57	514.54	1650.64	1464.74
tml_248	uttor	u	o	D	VLS	106.93	89.90	188.37	23.23	0.01	240.45	467.26	386.69	801.18	856.13	213.85	451.55	491.24	1493.27	1265.60
tml_309	amake	a	e	V	VLS_N	63.23	73.34	95.71	23.18	0.005	258.40	863.43	1122.24	1417.93	1521.17	298.61	353.24	435.72	2659.81	2649.64
tml_309	Oto	O	o	D	VLS_N	72.64	49.97	90.88	21.25	0.02	211.71	721.85	685.56	1128.22	1184.20	233.74	480.07	470.18	1605.07	1648.58
tml_312	take	a	e	V	VLS_N	104.18	75.31	131.51	9.59	0.01	202.06	720.42	1005.20	2021.66	1844.01	259.40	465.29	507.12	2702.76	2466.05
tml_313	aeto	ae	o	D	VLS_N	101.53	77.67	88.18	18.09	0.01	188.13	1033.98	903.90	1498.21	1118.73	314.08	552.74	499.27	1768.68	1723.82
tml_314	khabe	a	e	BL	VS_N	77.46	77.96	105.01	7.87	0.03	227.45	1145.75	961.03	1752.90	1748.59	250.44	451.24	481.64	2440.61	2589.32
tml_315	take	a	e	V	VLS_N	110.04	72.42	116.77	14.71	0.01	231.17	724.44	1093.10	1263.90	1880.88	262.44	459.61	514.79	2634.65	2421.83
tml_316	prithibike	i	i	BL	VS_N	32.48	80.11	46.65	7.99	0.01	265.40	284.55	290.49	2589.24	2559.38	275.87	346.26	374.73	2147.76	2689.24
tml_317	akorshon	a	o	V	VLS_N	135.66	47.62	81.30	19.27	0.005	223.68	550.06	928.91	2508.13	1811.99	141.32	588.67	462.50	1232.93	952.07
tml_4	chhobiTa	i	a	R	VLS_N	62.71	93.32	79.42	11.04	0.008	261.64	376.35	337.07	1566.46	2303.23	288.07	456.45	708.21	2081.54	2017.46
tml_5	thake	a	e	V	VLS_N	57.65	113.00	100.46	26.07	0.004	252.92	1084.13	1043.98	1858.28	1716.43	247.23	448.46	489.22	2684.96	2654.41
tml_8	baba	a	a	BL	VS	116.60	89.13	83.73	4.59	0.02	171.74	692.23	930.69	1356.46	1422.93	201.11	754.95	932.20	1328.33	1495.52
tml_8	kObe	O	e	BL	VS	75.51	68.66	71.97	6.27	0.02	190.36	638.51	730.75	1091.85	1143.78	216.03	410.18	431.60	1940.06	2355.54
xxx_10	aDDa	a	a	R	VS	136.86	81.34	99.73	6.98	0.07	144.41	695.11	773.00	1360.01	1173.52	170.22	525.43	584.59	1631.96	1551.77
xxx_246	choddo	o	o	D	VS	85.11	83.51	105.44	12.18	0.10	147.36	348.84	428.60	1430.31	1160.55	170.24	384.69	426.95	1177.15	1170.18
xxx_35	chobbishTa	o	i	BL	VS	84.92	83.44	159.37	9.82	0.08	164.42	345.03	386.60	1680.64	1090.54	177.48	340.60	355.26	1912.18	2140.16
xxx_615	chobbish	o	i	BL	VS	69.91	65.59	128.26	10.00	0.10	158.88	341.56	430.17	1418.72	1087.17	183.72	336.75	297.58	1862.41	2184.97
xxx_623	niranobboi	o	o	BL	VS	78.04	68.32	83.59	10.05	0.07	191.94	633.31	578.69	1243.85	1035.05	201.17	408.92	415.50	867.78	1143.63
xxx_9	aDDa	a	a	R	VS	127.84	96.36	156.34	9.76	0.11	131.45	739.77	787.63	1200.54	1265.10	165.81	576.90	649.86	1566.63	1326.74
