File	Word	V1	V2	POA	MOA	V1 Dur	V2 Dur	Consonant Duration	Burst Duration	Burst RMS	F0_V1	F1_onset_V1	F1_mid_V1	F2_onset_V1	F2_mid_V1	F0_V2	F1_onset_V2	F1_mid_V2	F2_onset_V2	F2_mid_V2
chan_0114	atto	a	o	D	VLS	100.10	184.55	242.02	17.16	0.02	136.62	816.96	781.12	1294.52	1199.26	149.49	435.48	446.94	1287.83	1032.99
chan_0115	uddoktader	u	o	D	VS	79.73	91.65	151.55	8.74	0.01	140.94	310.20	345.65	795.69	856.56	161.05	400.51	472.55	1486.13	1261.24
chan_0116	Omitavo	i	a	D	VLS_N	63.51	94.59	70.53	14.42	0.009	139.36	388.05	389.85	1205.45	2476.30	138.57	542.21	643.86	1678.26	1473.91
chan_0117	shurute	u	e	D	VLS_N	48.64	190.22	93.04	21.76	0.01	160.58	343.57	345.00	1219.93	1283.50	110.14	413.40	434.75	1975.88	2108.92
chan_0118	kolkata	a	a	D	VLS_N	69.78	191.34	85.94	19.94	0.02	155.98	577.87	686.19	1638.86	1560.20	114.82	643.67	757.35	1571.32	1454.81
chan_0118	nitto	i	o	D	VLS_N	60.94	56.93	155.62	18.15	0.03	134.84	340.05	351.58	2123.97	2303.64	150.39	414.50	423.00	1479.73	1242.37
chan_0118	naTTangsho	a	a	R	VLS	106.09	79.55	173.13	12.11	0.03	120.42	604.58	846.89	1599.09	1522.98	144.03	639.92	704.42	1607.94	1502.41
chan_0119	bhOrotnaTTOm	a	O	R	VLS	79.22	68.92	171.16	16.70	0.04	145.64	552.77	670.26	1454.43	1408.33	151.58	486.58	529.27	1455.81	1300.62
chan_0119	mohiniaTTam	a	a	R	VLS	101.19	95.90	166.37	14.07	0.02	135.36	881.87	765.81	1533.90	1314.87	143.42	622.61	699.51	1703.70	1503.43
chan_012	chOttorer	O	o	D	VLS	99.77	55.37	150.93	19.79	0.03	138.20	478.08	661.96	1727.45	1338.96	148.91	467.59	457.82	1432.05	1356.55
chan_0120	nritter	i	e	D	VLS	90.25	101.88	181.37	14.15	0.01	147.66	358.93	373.88	1833.57	2036.49	143.24	375.80	427.72	2037.93	2053.22
chan_0120	nritto	i	o	D	VLS	50.46	72.08	153.64	12.14	0.01	138.60	379.05	352.33	2108.81	2158.08	152.68	406.92	440.67	1471.66	1222.11
chan_0121	nritto	i	o	D	VLS	80.15	77.96	147.51	11.93	0.01	134.26	361.14	354.66	2125.89	2161.67	146.62	424.35	446.40	1481.09	1215.10
chan_0121	hote	o	e	D	VLS_N	44.02	141.18	103.20	12.36	0.008	138.34	418.63	426.67	1142.85	1261.15	105.67	411.79	422.49	1968.63	1635.92
chan_0122	sharthokOtar	O	a	D	VLS_N	78.68	124.67	92.89	12.18	0.02	140.34	488.33	630.54	1074.15	1213.52	142.86	616.57	717.32	1549.66	1504.43
chan_0123	bhOTTacharjer	O	a	R	VLS	61.50	58.80	136.45	11.10	0.04	122.97	708.49	625.90	1031.57	1213.11	136.17	586.36	577.85	1732.44	1741.72
chan_0123	nritto	i	o	D	VLS	75.43	72.81	207.82	16.42	0.02	135.13	352.62	370.47	1834.44	2107.28	150.49	395.99	425.42	1393.10	1274.90
chan_0124	shomproti	o	i	D	VLS_N	30.42	166.71	98.75	18.06	0.02	165.64	456.37	441.40	1323.09	1363.80	115.58	328.56	307.84	2316.72	1719.41
chan_0126	edin	e	i	D	VS_N	77.21	117.76	68.34	13.75	0.03	135.26	370.70	397.21	2259.91	2202.90	137.57	320.98	331.54	2217.22	2241.46
chan_0127	shantiniketOne	e	o	D	VLS_N	57.89	78.54	67.77	12.82	0.03	162.38	392.97	486.89	2195.35	1999.69	153.75	577.55	650.20	1486.50	1376.09
chan_0127	mete	e	e	D	VLS_N	65.74	49.40	90.34	11.78	0.009	123.72	406.71	430.35	1721.19	2042.25	141.77	393.33	413.67	2035.92	2065.10
chan_0127	kobitay	i	a	D	VLS_N	59.92	73.79	82.66	13.20	0.01	113.51	323.78	295.34	1741.20	2134.99	106.18	559.06	678.52	1790.61	1765.99
chan_0129	proti	o	i	D	VLS_N	72.40	94.54	43.19	12.12	0.03	172.81	311.76	341.15	2149.87	2232.95	159.38	459.82	635.56	1134.91	1254.05
chan_0129	mOto	O	o	D	VLS_N	77.77	152.67	94.47	15.10	0.01	158.85	626.96	624.43	998.45	1153.36	106.81	438.62	420.77	1235.81	955.53
chan_0129	abritti	i	i	D	VLS	70.95	65.28	177.39	17.52	0.009	151.70	371.73	353.20	1777.57	2121.61	159.90	317.39	324.65	2183.33	2216.38
chan_0129	bharotir	o	i	D	VLS_N	67.02	100.22	89.27	19.07	0.02	156.27	479.22	468.26	1519.13	1489.39	158.47	334.57	324.62	2188.92	2168.28
chan_0129	kobita	i	a	D	VLS_N	58.65	123.17	82.46	16.84	0.02	146.70	319.30	292.36	1928.05	2187.99	147.01	563.72	725.89	1765.36	1461.10
chan_013	adalOter	a	a	D	VS_N	106.44	67.67	41.10	18.05	0.02	121.51	766.43	694.20	1369.69	1241.77	138.75	558.62	639.29	1546.81	1523.37
chan_013	adalOter	O	e	D	VLS_N	58.58	66.47	90.67	23.02	0.03	146.20	482.04	555.32	1444.09	1442.22	152.23	431.21	436.98	1949.47	2053.73
chan_0130	uttorayone	u	o	D	VLS	57.62	82.32	201.45	12.73	0.01	139.75	349.75	318.26	744.82	874.09	141.39	441.03	509.37	1395.47	1253.75
chan_0132	shOmobeto	e	o	D	VLS_N	75.65	84.92	80.64	14.52	0.008	153.89	412.17	447.26	1533.50	1835.83	158.76	459.06	484.79	1468.52	1243.07
chan_0134	mukhopaddhayer	a	a	D	VAS	92.06	71.36	145.43	24.68	0.008	145.33	557.01	680.32	1111.18	1372.91	140.17	547.58	564.94	1740.30	1755.53
chan_014	shOmpadOk	a	O	D	VS_N	62.29	133.05	55.20	7.64	0.02	143.85	653.72	684.76	1213.91	1347.90	110.54	528.30	622.98	1464.51	1224.67
chan_0149	bOndopaddhay	a	a	D	VAS	88.39	81.89	125.10	27.65	0.01	149.15	565.12	686.01	1159.87	1356.50	113.53	815.06	735.03	1676.68	1588.49
chan_0149	bOndopaddhayer	a	a	D	VAS	93.42	55.17	140.35	20.25	0.04	139.58	544.27	655.12	1147.70	1357.30	140.67	544.63	626.73	1534.63	772.15
chan_0149	abritti	i	i	D	VLS	46.63	119.64	189.89	21.19	0.01	140.50	353.23	356.91	1893.55	2110.08	110.34	303.89	306.72	2150.70	2230.46
chan_015	bOktobbo	o	o	BL	VS	70.93	82.25	119.61	16.69	0.02	154.55	452.30	464.35	1315.58	1180.67	129.86	418.11	441.69	995.53	1014.27
chan_0152	bharotnaTTom	a	O	R	VLS	88.52	63.54	168.10	21.78	0.02	117.82	501.81	641.11	1460.35	1441.87	106.57	469.26	470.90	1305.03	1135.10
chan_0154	nritte	i	e	D	VLS	69.16	187.70	189.12	20.82	0.01	173.32	372.09	355.81	1951.22	2103.93	111.45	405.47	439.03	2007.76	2094.20
chan_0157	nritte	i	e	D	VLS	68.26	173.62	198.58	25.28	0.01	167.21	407.82	381.73	1980.73	2127.98	113.62	393.98	442.43	2053.28	2107.51
chan_0157	bhOTTacharjo	O	a	R	VLS	65.84	71.16	154.54	8.86	0.02	133.36	587.81	657.29	1022.40	1157.89	137.98	587.86	605.57	1711.27	1671.41
chan_0158	abrittite	i	i	D	VLS	54.56	46.68	152.33	32.49	0.02	163.64	378.87	343.40	1897.44	2079.91	169.17	313.57	318.89	2163.17	2185.52
chan_0159	shOmaddar	a	a	D	VS	83.83	59.03	142.33	13.34	0.02	128.71	657.71	707.47	1095.45	1382.23	107.15	587.11	638.87	1619.84	1506.22
chan_0165	nritto	i	o	D	VLS	67.14	87.08	184.51	20.80	0.03	151.06	388.36	379.57	2018.73	2192.29	167.38	410.40	445.66	1412.82	1177.83
chan_0165	alekkhoTi	e	o	V	VLAS	63.71	47.70	126.04	59.25	0.01	140.42	431.60	427.99	2018.40	2185.72	148.46	450.03	434.98	1096.64	1219.61
chan_0174	chOTTopaddhay	O	o	R	VLS	84.34	50.80	141.48	9.81	0.02	126.33	519.62	635.46	1434.74	1214.61	148.77	460.07	458.10	1406.79	1283.20
chan_0174	chOTTopaddhay	a	a	D	VAS	83.11	99.68	142.38	21.10	0.03	145.42	575.32	691.68	1177.40	1398.32	114.75	603.87	722.45	1638.27	1586.52
chan_0176	abritti	i	i	D	VLS	48.68	82.82	198.86	22.59	0.03	151.74	368.73	350.09	1888.04	2038.55	164.90	325.70	322.21	2181.44	2227.19
chan_0176	nritto	i	o	D	VLS	52.82	66.36	148.42	19.27	0.01	142.20	384.98	382.94	2008.02	2134.20	159.15	403.95	456.45	1475.74	1289.93
chan_0177	chOTTopaddhay	O	o	R	VLS	92.92	46.89	118.55	11.78	0.01	140.32	496.66	615.90	1609.58	1366.31	160.77	466.24	480.34	1474.32	1352.14
chan_0177	chOTTopaddhay	o	a	D	VAS	107.73	104.64	129.77	33.07	0.03	154.74	550.75	702.75	1180.67	1417.70	117.62	640.11	717.41	1642.98	1523.05
chan_0178	chOTTopaddhayo	O	o	R	VLS	87.01	48.19	137.41	15.71	0.02	139.44	493.76	622.89	1552.02	1271.81	153.74	490.74	477.49	1415.78	1299.27
chan_0178	chOTTopaddhayo	a	a	D	VAS	99.69	68.96	108.92	26.31	0.02	147.88	566.54	693.48	1177.50	1313.51	150.72	649.85	633.18	1703.75	1544.36
chan_0179	abritti	i	i	D	VLS	36.25	56.17	182.11	24.29	0.007	154.70	367.87	355.10	2064.10	2161.00	159.42	319.03	332.88	2137.88	2167.88
chan_02	mOhadeb	a	e	D	VS_N	83.86	81.03	64.83	11.13	0.03	130.38	895.29	729.20	1358.79	1418.63	129.68	391.87	407.24	2009.03	2062.19
chan_0205	prottasha	o	a	D	VLS	43.84	79.36	199.72	9.27	0.02	128.09	451.96	480.51	1130.55	1213.29	123.71	593.57	709.47	1551.09	1472.41
chan_0206	dOtter	O	e	D	VLS	95.93	101.85	192.42	17.59	0.03	150.02	481.16	642.19	1471.33	1304.96	156.52	410.63	441.63	2015.73	2111.62
chan_021	shetu	e	u	D	VLS_N	70.49	66.28	89.15	19.24	0.02	134.90	411.94	400.67	2027.93	2102.99	147.93	364.82	372.63	1378.66	1163.99
chan_0214	riddhiman	i	i	D	VAS	80.96	71.79	153.90	41.99	0.02	128.57	339.32	346.39	1920.78	2211.61	144.05	269.04	325.16	2239.10	2258.86
chan_0217	nOTTo	O	o	R	VLS	119.80	151.10	211.26	9.75	0.009	125.45	572.53	698.21	1358.50	1095.85	149.93	440.58	445.75	1384.61	1103.61
chan_0219	bhOTTacharjo	O	a	R	VLS	58.78	71.88	132.15	9.58	0.02	128.58	567.21	602.15	1150.96	1271.01	134.54	559.62	583.88	1691.45	1675.50
chan_022	dike	i	e	V	VLS_N	80.19	84.55	65.26	30.52	0.01	166.82	390.06	312.95	2139.93	2300.56	169.29	344.46	437.01	2324.72	2169.49
chan_0228	abritti	i	i	D	VLS	41.89	94.14	221.86	20.90	0.005	129.38	346.70	352.21	1872.42	2073.51	106.89	296.66	291.43	2137.13	2188.96
chan_0229	naTTangsho	a	a	R	VLS	88.58	87.16	166.70	12.29	0.02	125.38	629.21	733.01	1553.58	1422.15	133.47	648.46	719.20	1599.08	1526.30
chan_023	mOTe	O	e	D	VLS_N	66.28	163.78	83.16	22.12	0.02	160.50	627.56	643.09	1082.02	1214.83	107.44	400.00	418.96	2002.17	2093.52
chan_0233	naTTangsho	a	a	R	VLS	107.52	84.61	149.18	9.50	0.02	122.91	605.88	752.79	1828.11	1317.23	140.66	647.67	694.31	1694.54	1578.89
chan_024	hote	o	e	D	VLS_N	41.76	130.35	91.54	20.99	0.01	157.38	508.42	476.38	1248.59	1331.46	111.53	397.68	448.21	1935.02	2122.19
chan_0240	protteke	o	e	D	VLS	47.72	63.80	195.06	20.25	0.01	130.66	420.21	412.20	1175.41	1209.35	143.09	414.39	422.53	1901.62	1997.05
chan_0242	dOtto	O	o	D	VLS	87.96	131.31	186.95	19.60	0.02	133.52	535.14	616.70	1426.82	1273.75	104.41	445.72	411.42	1274.80	949.12
chan_0258	bhutOttobid	O	o	D	VLS	87.88	71.57	142.33	14.47	0.010	138.67	493.02	607.15	1380.23	1264.96	145.59	448.69	425.00	1406.59	1298.70
chan_026	otirikto	o	i	D	VLS_N	79.14	56.30	76.87	23.67	0.02	137.55	444.77	402.14	915.14	931.64	159.34	336.47	327.54	2258.45	2357.22
chan_026	bhubOn	u	O	BL	VS_N	76.74	90.80	49.56	10.71	0.05	137.19	343.44	371.42	1066.80	953.59	155.00	417.41	572.78	980.11	1168.67
chan_0266	tOtto	O	o	D	VLS	82.41	160.91	230.58	13.31	0.02	130.38	589.16	658.78	1288.08	1220.32	108.21	416.03	414.40	1206.45	964.09
chan_0269	mrittu	i	u	D	VLS	52.86	169.61	230.77	23.60	0.02	135.49	356.54	367.93	1862.34	2095.38	110.55	340.39	319.58	1291.92	927.02
chan_0270	mrittu	i	u	D	VLS	44.64	64.41	178.37	21.34	0.01	126.30	346.47	339.63	2056.19	2158.61	138.93	339.14	360.07	1304.48	1080.93
chan_0271	bhabe	a	e	BL	VS_N	50.06	83.00	67.74	10.57	0.05	140.46	833.63	712.25	1412.15	1346.08	144.79	417.60	417.70	1734.94	2044.08
chan_0272	gObeshona	O	e	BL	VS_N	118.51	73.79	47.13	11.26	0.03	122.63	781.67	591.05	1034.12	1089.78	144.53	412.33	427.98	1443.06	1730.73
chan_0272	hashpatalei	a	a	D	VLS_N	79.59	65.26	83.49	11.63	0.02	140.50	613.15	693.33	1129.36	1319.65	146.63	624.46	658.95	1584.11	1627.44
chan_0274	roge	o	e	V	VS_N	101.81	139.54	65.09	32.17	0.02	146.67	397.82	426.70	1489.84	1271.54	121.68	360.55	412.93	2216.96	2163.30
chan_0274	hote	o	e	D	VLS_N	53.03	55.99	91.63	19.00	0.02	123.26	428.03	476.22	1038.17	1225.53	125.21	437.40	482.22	1828.77	1772.92
chan_0275	idaning	i	a	D	VS_N	84.75	107.09	64.43	13.80	0.06	137.81	275.62	276.84	2411.68	2283.16	157.75	521.88	726.49	1910.20	1634.79
chan_0275	phuTo	u	o	R	VLS_N	54.31	135.93	102.76	16.43	0.03	157.77	407.69	337.82	1109.91	969.06	106.87	398.78	429.22	1255.47	1004.72
chan_0275	kOrate	a	e	D	VLS_N	90.72	66.54	91.94	24.49	0.03	131.59	597.29	679.98	1445.03	1535.22	141.63	408.92	393.73	2063.55	2224.95
chan_0276	atonko	a	o	D	VLS_N	113.56	65.32	83.37	19.55	0.02	120.71	825.73	758.64	1503.71	1276.31	140.89	459.95	474.16	1245.49	1109.96
chan_0277	tritio	i	i	D	VLS_N	77.90	46.59	86.84	53.73	0.009	142.06	325.33	304.99	2038.78	2161.20	164.39	285.29	334.12	2161.46	2011.74
chan_0277	roge	o	e	V	VS_N	116.65	182.61	77.61	18.92	0.01	146.71	373.29	430.42	1644.26	1235.90	142.96	362.62	417.77	2254.32	2202.66
chan_0279	hashpatal	a	a	D	VLS_N	73.17	73.53	86.48	13.47	0.04	153.32	637.91	738.74	1159.15	1303.32	158.89	660.34	713.14	1544.84	1522.12
chan_028	ghOTonaTi	a	i	R	VLS_N	73.42	53.12	60.15	17.54	0.03	168.67	554.31	624.38	1576.23	1655.74	179.17	373.44	362.83	2206.03	2274.14
chan_0280	bOdol	O	o	D	VS_N	105.06	94.35	56.22	13.89	0.05	123.06	438.63	610.36	826.25	1068.35	146.03	412.15	437.58	1326.96	1187.02
chan_0281	ritimOto	O	o	D	VLS_N	72.96	75.14	89.81	14.29	0.02	146.26	506.55	564.43	988.08	1212.40	148.53	453.29	448.21	1340.92	1184.45
chan_0282	shOtOrko	O	O	D	VLS_N	77.23	108.16	64.56	19.50	0.03	129.35	569.46	650.52	1174.90	1172.03	147.10	469.21	457.95	1281.51	1303.34
chan_0284	jOgoter	O	o	V	VS_N	136.87	67.78	41.42	5.39	0.04	144.35	405.06	621.53	1858.27	1334.44	149.43	412.31	429.10	1068.40	1212.26
chan_0284	bisheshOggoder	O	o	V	VS	97.88	57.73	111.83	32.63	0.02	140.42	508.33	616.80	1138.12	1258.31	143.03	401.64	412.72	1122.13	1240.75
chan_0285	bisheshOggo	O	o	V	VS	85.54	155.87	146.00	42.48	0.009	138.21	544.32	669.30	1491.44	1326.06	110.27	381.60	415.25	969.06	800.82
chan_0285	uttape	u	a	D	VLS	85.58	75.69	190.80	14.27	0.06	136.71	332.51	332.03	1267.27	1002.81	141.83	593.49	689.88	1624.44	1443.74
chan_0285	khoti	o	i	D	VLS_N	44.18	77.35	91.01	25.89	0.02	131.87	407.49	381.24	1156.76	1216.66	136.40	319.80	330.63	2202.61	2286.83
chan_0286	phoTeni	o	e	R	VLS_N	66.60	84.34	69.09	13.45	0.04	136.30	328.95	394.41	938.11	1104.01	134.02	419.39	420.51	2017.61	2061.68
chan_0287	ete	e	e	D	VLS_N	97.57	199.55	106.77	22.22	0.02	141.19	411.74	418.12	2214.71	2223.04	149.70	419.41	439.00	2094.00	2151.72
chan_0288	gOto	O	o	D	VLS_N	99.56	83.59	84.11	22.91	0.04	128.37	460.66	601.03	1109.85	1116.08	145.26	436.70	441.62	1273.82	1133.08
chan_0289	mOte	O	e	D	VLS_N	87.25	145.01	86.87	27.40	0.02	139.04	630.04	627.66	866.32	1145.33	109.79	415.05	419.22	2046.48	2169.59
chan_0289	uttap	u	a	D	VLS	93.40	117.05	179.11	15.84	0.03	141.77	336.01	305.63	900.38	854.57	142.95	568.70	709.62	1653.06	1471.90
chan_029	jubOker	u	O	BL	VS_N	80.11	86.30	45.29	10.18	0.03	131.88	281.34	331.51	2119.12	1293.28	145.47	437.41	586.50	1028.95	1146.08
chan_0290	dhumketu	e	u	D	VLS_N	61.76	73.79	90.91	15.35	0.008	115.72	396.47	453.20	2148.42	2046.70	100.54	309.52	340.17	1384.62	1020.86
chan_0291	biggaeni	i	ae	V	VS	79.49	107.85	133.68	31.39	0.03	131.82	291.67	282.14	1996.17	2302.10	142.40	425.60	619.62	1897.72	1718.34
chan_03	edin	e	i	D	VS_N	86.45	63.70	51.41	11.29	0.02	133.45	378.14	395.87	2286.38	2182.57	154.65	306.95	310.73	2187.33	2227.86
chan_031	khObor	O	o	BL	VS_N	73.04	97.83	45.79	6.54	0.02	158.72	579.69	657.16	1244.66	1170.17	162.58	428.20	478.30	905.70	1142.43
chan_032	age	a	e	V	VS_N	98.39	162.74	57.08	19.53	0.02	151.50	770.75	802.98	1519.45	1495.06	115.41	361.69	417.77	2273.70	2261.68
chan_0322	bidday	i	a	D	VS	65.21	108.49	139.18	12.27	0.02	146.27	333.64	317.75	1925.79	2187.70	108.38	512.61	671.17	1794.92	1685.39
chan_033	tOdonte	O	o	D	VS_N	100.11	73.15	30.76	16.60	0.04	143.04	543.19	636.29	1408.90	1239.56	159.33	463.28	500.31	1432.23	1379.26
chan_0333	mukkhomontri	u	o	V	VLAS	61.13	35.13	123.67	63.75	0.01	137.62	551.60	418.81	1770.40	760.26	156.34	426.62	444.35	1014.87	925.67
chan_0333	buddhodeb	u	o	D	VAS	89.70	98.73	129.53	16.65	0.02	129.32	943.54	356.53	1954.07	940.22	151.22	314.87	450.14	1556.44	1414.61
chan_0333	bhOTTacharjer	O	a	R	VLS	63.37	70.73	116.27	12.48	0.03	131.52	624.57	635.17	1121.44	1217.15	141.63	603.35	611.88	1738.20	1670.94
chan_034	jorito	i	o	D	VLS_N	49.42	57.45	60.32	26.09	0.01	143.43	352.40	319.52	2108.85	2200.40	155.18	417.54	451.92	1627.52	1432.52
chan_034	obhijoge	o	e	V	VS_N	79.81	131.58	61.29	19.00	0.010	152.83	375.40	459.60	1915.93	1480.55	108.01	349.71	422.07	2052.28	2051.81
chan_0346	chuattor	a	o	D	VLS	100.98	79.79	147.14	24.81	0.02	150.14	459.05	667.04	1175.93	1366.60	159.63	432.84	457.97	1343.10	1284.96
chan_035	theke	e	e	V	VLS_N	47.35	63.23	45.99	27.68	0.01	175.80	475.15	486.22	1940.20	2050.88	173.28	421.05	473.42	2175.05	2096.22
chan_0354	briddhi	i	i	D	VAS	67.45	63.85	117.03	23.92	0.008	142.12	345.08	336.68	1827.02	2124.26	148.85	253.03	318.02	2189.36	2176.46
chan_0355	briddhi	i	i	D	VAS	50.61	78.93	160.11	48.89	0.005	129.28	358.50	357.62	1855.43	2091.76	105.88	328.80	318.27	2193.22	2185.46
chan_0358	apotti	o	i	D	VLS	53.42	92.13	185.33	24.90	0.006	138.81	431.13	404.74	890.75	1057.68	105.13	298.74	292.72	2144.47	2204.73
chan_0360	goTa	o	a	R	VLS_N	74.57	74.06	62.46	7.51	0.02	129.02	388.96	406.31	951.51	1030.08	143.35	577.47	640.10	1674.79	1512.28
chan_0360	ushnota	o	a	D	VLS_N	101.13	84.87	69.87	17.36	0.010	130.80	309.13	517.90	1603.92	1422.59	98.41	579.05	666.08	1544.09	1487.87
chan_0361	porinoti	o	i	D	VLS_N	71.41	163.69	86.64	28.19	0.02	163.44	448.39	491.43	1580.50	1413.97	121.34	338.99	314.58	2200.65	2257.33
chan_0362	keramoti	o	i	D	VLS_N	68.62	163.42	106.95	25.70	0.02	155.26	499.13	477.90	1022.42	948.16	118.42	320.45	299.23	2202.49	2239.35
chan_0363	antorjatik	a	i	D	VLS_N	95.08	81.12	79.27	22.32	0.02	151.76	409.10	589.07	2030.58	1737.36	153.17	357.77	360.68	2175.12	2298.92
chan_0365	ebar	e	a	BL	VS_N	103.92	176.25	49.17	24.44	0.04	139.08	395.81	412.36	2247.57	2179.12	152.37	622.41	820.06	1343.79	1397.50
chan_0365	bisheshOggoder	O	o	V	VS	94.43	65.92	104.78	26.94	0.01	151.48	517.22	645.09	1423.77	1292.06	155.03	418.83	444.45	1110.91	1219.48
chan_0367	abar	a	a	BL	VS_N	99.15	193.34	47.49	10.28	0.05	145.09	786.85	757.79	1262.75	1242.72	118.56	522.17	752.47	1168.62	1356.37
chan_0368	gObeshOk	O	e	BL	VS_N	100.86	65.05	38.88	9.83	0.04	121.27	437.52	611.40	1242.08	1242.91	139.76	411.18	454.10	1485.20	1783.13
chan_0369	igOl	i	O	V	VS_N	109.61	135.78	48.08	33.91	0.02	137.34	278.51	278.39	2269.96	2303.05	149.15	428.76	620.15	1364.42	1209.32
chan_037	mriter	i	e	D	VLS_N	45.63	75.94	83.37	20.32	0.02	133.47	352.57	346.12	2074.85	2180.06	156.84	394.69	476.77	2079.19	2011.07
chan_0370	biggaenira	i	ae	V	VS	68.06	102.33	121.02	28.95	0.02	133.37	338.48	317.94	2015.91	2227.59	129.66	405.30	599.23	1920.32	1749.41
chan_038	dhakka	a	a	V	VLS	69.24	65.69	146.34	24.90	0.01	137.86	771.73	762.23	1335.81	1426.97	148.35	577.60	666.42	1698.01	1541.78
chan_039	hashpatale	a	a	D	VLS_N	71.19	67.64	62.04	19.34	0.007	162.74	610.05	722.41	1280.68	1385.41	163.50	633.60	682.91	1557.12	1616.89
chan_0393	bhittik	i	i	D	VLS	62.07	69.35	199.22	22.34	0.009	163.68	232.00	305.49	2016.83	2082.29	163.97	335.21	341.98	2072.11	2166.85
chan_0394	shotto	o	o	D	VLS	48.36	63.23	175.78	15.91	0.02	138.69	421.29	425.65	1144.98	1144.16	154.43	458.47	467.66	1380.55	1224.11
chan_04	bOndopaddhay	o	a	BL	VLS_N	51.61	93.13	54.98	18.87	0.02	137.05	432.53	488.51	1393.21	1327.99	133.16	573.61	685.40	1179.22	1364.23
chan_04	bappa	a	a	BL	VLS	93.97	79.78	172.25	6.33	0.02	119.62	573.21	753.15	1145.56	1243.08	129.34	639.96	739.35	1205.39	1368.39
chan_0401	shotto	o	o	D	VLS	61.63	56.11	231.23	18.09	0.02	145.80	452.30	440.77	1144.45	1164.96	165.97	442.38	478.78	1317.49	1208.30
chan_0412	tibbOte	i	O	BL	VS	61.98	80.52	133.62	13.43	0.03	145.12	305.45	297.21	2139.55	2147.71	131.60	514.17	614.00	1128.58	1253.19
chan_0414	tibbOter	i	O	BL	VS	67.72	87.62	135.74	11.16	0.04	144.23	297.37	296.17	2162.95	2204.32	152.07	428.60	600.28	1048.36	1113.36
chan_0420	tader	a	e	D	VS_N	121.25	103.51	47.79	7.78	0.04	131.71	646.63	758.67	1479.75	1318.04	159.37	415.40	449.10	1984.75	2131.96
chan_0420	khOmotar	o	a	D	VLS_N	33.41	123.82	77.17	16.12	0.02	149.25	488.18	447.72	940.05	1127.55	148.13	590.97	694.16	1519.21	1423.54
chan_0421	gObeshOkera	O	e	BL	VS_N	100.24	76.27	41.02	3.54	0.04	128.39	449.01	627.06	1122.20	1145.80	140.73	384.32	402.41	1350.32	1680.11
chan_0421	gObeshOkera	O	e	V	VLS_N	72.05	78.68	54.85	30.02	0.010	138.23	580.69	603.41	1621.64	1296.31	122.41	398.59	497.91	2053.38	2001.90
chan_0423	sheTa	e	a	R	VLS_N	76.01	220.86	88.66	10.35	0.07	151.63	389.71	438.11	2019.36	2043.62	117.77	576.98	601.93	1836.73	1865.00
chan_0423	protiddhonito	o	i	D	VLS_N	72.67	74.46	62.98	15.82	0.01	133.95	409.42	415.41	1079.24	1090.60	150.46	325.93	340.26	2100.99	2161.75
chan_0423	biggaeni	i	ae	V	VS	55.02	88.04	156.99	25.68	0.02	138.08	318.68	304.01	2127.22	2206.93	139.68	429.52	639.07	1978.84	1693.14
chan_0424	itihash	i	i	D	VLS_N	67.96	78.55	83.24	25.47	0.01	142.56	220.39	262.79	2233.70	2266.87	167.38	252.72	308.33	2293.98	2321.39
chan_0424	gheTe	e	e	R	VLS_N	45.31	151.96	89.34	12.49	0.04	146.22	463.67	432.62	2127.36	2117.81	110.51	414.13	435.46	2134.08	2170.93
chan_0425	erOkom	O	o	V	VLS_N	93.67	88.30	73.49	35.06	0.02	156.42	438.45	573.78	1677.50	1353.70	161.11	456.68	499.75	858.96	946.17
chan_0425	dabi	a	i	BL	VS_N	131.25	204.81	64.44	15.28	0.03	133.95	535.73	745.37	1652.00	1365.20	117.07	330.86	285.34	2273.61	2254.55
chan_0427	Opekkhaye	O	e	BL	VLS_N	62.55	62.42	77.09	16.33	0.03	135.61	649.07	665.23	1096.00	1046.80	145.95	402.10	425.19	1969.25	2077.05
chan_0428	bikel	i	e	V	VLS_N	80.09	61.42	63.45	29.30	0.03	139.18	280.35	296.15	1755.25	2263.53	154.65	369.96	465.39	2142.91	2041.10
chan_0428	debe	e	e	BL	VS_N	81.31	161.64	67.71	14.33	0.05	146.33	372.71	429.76	2026.86	1628.74	142.23	418.30	419.90	1910.88	2100.62
chan_0429	itihashe	i	i	D	VLS_N	53.67	64.68	73.95	26.58	0.01	136.16	261.18	274.61	2247.53	2232.70	146.96	303.53	333.07	2192.84	2190.72
chan_043	shObhapoti	o	i	D	VLS_N	55.82	126.54	98.91	26.01	0.005	151.87	439.27	445.87	994.54	1109.40	104.36	311.64	292.89	2271.95	2370.22
chan_0430	shatash	a	a	D	VLS_N	90.28	97.26	69.90	14.71	0.03	130.87	764.14	721.75	1448.93	1311.73	148.06	655.29	685.67	1469.22	1348.26
chan_0430	mOhakashe	a	a	V	VLS_N	64.56	89.20	69.03	13.47	0.02	140.40	736.54	719.97	1265.33	1393.92	139.24	629.54	706.49	1692.97	1653.41
chan_0430	dite	i	e	D	VLS_N	60.19	58.95	71.27	25.76	0.02	133.16	321.72	330.28	2080.59	2240.40	136.49	402.83	390.44	1960.57	1987.65
chan_044	neta	e	a	D	VLS_N	75.76	191.12	84.18	16.93	0.02	168.29	475.41	528.78	1936.95	1978.92	118.00	582.23	765.60	1688.98	1440.74
